"geneid"	"diseaseid"	"diseaseterm"	"disgenet.curated"	"disgenet.all"	"guildify.curated"	"guildify.all"
50484	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51021	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51119	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51128	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51218	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51473	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51520	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51601	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
51816	"C0151766"	"Liver function tests abnormal finding"	0	1	0	0
54344	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
54931	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
55240	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
55532	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
55687	"C0151766"	"Liver function tests abnormal finding"	0	1	0	0
55858	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
56623	"C0151766"	"Liver function tests abnormal finding"	0	1	0	0
57104	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
57545	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
57817	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
63894	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
65080	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
79644	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
80270	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
84153	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
91147	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
115650	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
128989	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
148738	"C0151766"	"Liver function tests abnormal finding"	0	1	0	0
157657	"C0151766"	"Liver function tests abnormal finding"	0	1	0	0
284119	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
100506658	"C0151766"	"Liver function tests abnormal finding"	0	1	0	1
407977	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55270	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
1014	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
84992	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
100507203	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
9962	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
9236	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8818	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
51561	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8800	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
7782	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
3052	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
83401	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
10673	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
27065	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
225	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
54766	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
219743	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
54963	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
4324	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
3749	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
9409	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
200958	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
284521	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
124912	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55266	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55670	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8022	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
3383	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55672	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
51527	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8799	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
23161	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
389799	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
7781	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
57661	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
5193	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
51300	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
388962	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55353	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
7784	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
10901	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
27090	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
5657	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
64332	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
215	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
7016	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
89857	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
54995	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8504	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
155006	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
254827	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
928	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
348094	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8120	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
64847	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
51131	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8540	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
11153	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
65987	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
5314	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
83417	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
200734	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
2235	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
7780	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
3709	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
4837	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
646480	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
8741	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
55850	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
50674	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
113452	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
84896	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
27175	"C0151766"	"Liver function tests abnormal finding"	0	0	0	1
34	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
132	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
178	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
182	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
229	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
472	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
537	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
540	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
617	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
788	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
930	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
931	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
975	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1374	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1376	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1380	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1537	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1650	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1716	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1738	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1756	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
1890	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2072	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2153	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2184	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2538	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2542	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2819	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
2859	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
3030	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3032	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3033	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3077	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
3172	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3295	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3717	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
3930	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4141	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4358	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4485	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4598	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4790	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
4791	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5194	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5244	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5256	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5261	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5265	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5373	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5424	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5428	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
5580	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5696	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5824	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
5825	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
6584	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
6718	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
6925	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
6927	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
6928	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
7019	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
7036	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
7299	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
7840	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
8742	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
8813	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
9420	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
9451	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
9971	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
10020	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
10165	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
10535	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
10555	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
11222	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
11277	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
22796	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
23322	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
23495	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
23600	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
25839	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
26160	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
26276	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
26580	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
27232	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
28976	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
29851	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
50484	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51021	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51119	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51128	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51218	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51473	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51520	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51601	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
51816	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
54344	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
54931	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
55240	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
55532	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
55687	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
55858	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
56623	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
57104	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
57545	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
57817	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
63894	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
65080	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
79644	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
80270	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
84153	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
91147	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
115650	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
128989	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
148738	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
157657	"C1848701"	"Elevated hepatic transaminases"	0	1	0	0
284119	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
100506658	"C1848701"	"Elevated hepatic transaminases"	0	1	0	1
407977	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55270	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
1014	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
84992	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
100507203	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
9962	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
9236	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8818	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
51561	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8800	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
7782	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
3052	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
83401	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
10673	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
27065	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
225	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
54766	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
219743	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
54963	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
3749	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
4324	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
9409	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
200958	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
284521	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
124912	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55266	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55670	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8022	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
3383	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55672	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
51527	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8799	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
23161	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
389799	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
7781	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
57661	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
5193	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
51300	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
388962	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55353	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
7784	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
10901	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
27090	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
5657	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
64332	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
215	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
7016	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
89857	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
54995	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8504	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
155006	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
254827	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
928	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
348094	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8120	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
64847	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
51131	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8540	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
11153	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
65987	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
5314	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
83417	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
200734	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
2235	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
7780	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
3709	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
4837	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
646480	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
8741	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
55850	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
50674	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
113452	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
84896	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
27175	"C1848701"	"Elevated hepatic transaminases"	0	0	0	1
34	"C0086565"	"Liver Dysfunction"	0	1	0	1
51	"C0086565"	"Liver Dysfunction"	0	1	0	1
59	"C0086565"	"Liver Dysfunction"	1	1	0	1
132	"C0086565"	"Liver Dysfunction"	0	1	0	1
174	"C0086565"	"Liver Dysfunction"	1	1	0	1
178	"C0086565"	"Liver Dysfunction"	0	1	0	1
182	"C0086565"	"Liver Dysfunction"	0	1	0	1
196	"C0086565"	"Liver Dysfunction"	1	1	0	1
210	"C0086565"	"Liver Dysfunction"	1	1	0	1
229	"C0086565"	"Liver Dysfunction"	0	1	0	1
241	"C0086565"	"Liver Dysfunction"	1	1	0	1
249	"C0086565"	"Liver Dysfunction"	1	1	0	1
472	"C0086565"	"Liver Dysfunction"	0	1	0	1
537	"C0086565"	"Liver Dysfunction"	0	1	0	1
540	"C0086565"	"Liver Dysfunction"	1	1	0	1
598	"C0086565"	"Liver Dysfunction"	1	1	0	1
617	"C0086565"	"Liver Dysfunction"	0	1	0	1
644	"C0086565"	"Liver Dysfunction"	0	1	0	1
788	"C0086565"	"Liver Dysfunction"	0	1	0	1
885	"C0086565"	"Liver Dysfunction"	1	1	0	0
915	"C0086565"	"Liver Dysfunction"	1	1	0	1
930	"C0086565"	"Liver Dysfunction"	0	1	0	1
931	"C0086565"	"Liver Dysfunction"	0	1	0	1
942	"C0086565"	"Liver Dysfunction"	1	1	0	1
974	"C0086565"	"Liver Dysfunction"	1	1	0	1
975	"C0086565"	"Liver Dysfunction"	0	1	0	1
1230	"C0086565"	"Liver Dysfunction"	1	1	0	1
1241	"C0086565"	"Liver Dysfunction"	1	1	0	1
1281	"C0086565"	"Liver Dysfunction"	1	1	0	1
1340	"C0086565"	"Liver Dysfunction"	0	1	0	1
1352	"C0086565"	"Liver Dysfunction"	0	1	0	0
1374	"C0086565"	"Liver Dysfunction"	0	1	0	1
1376	"C0086565"	"Liver Dysfunction"	0	1	0	1
1380	"C0086565"	"Liver Dysfunction"	0	1	0	1
1440	"C0086565"	"Liver Dysfunction"	1	1	0	0
1537	"C0086565"	"Liver Dysfunction"	0	1	0	1
1544	"C0086565"	"Liver Dysfunction"	1	1	0	0
1650	"C0086565"	"Liver Dysfunction"	0	1	0	1
1716	"C0086565"	"Liver Dysfunction"	0	1	0	1
1728	"C0086565"	"Liver Dysfunction"	1	1	0	1
1738	"C0086565"	"Liver Dysfunction"	0	1	0	1
1756	"C0086565"	"Liver Dysfunction"	0	1	0	1
1890	"C0086565"	"Liver Dysfunction"	0	1	0	1
2027	"C0086565"	"Liver Dysfunction"	1	1	0	1
2072	"C0086565"	"Liver Dysfunction"	0	1	0	1
2153	"C0086565"	"Liver Dysfunction"	0	1	0	1
2184	"C0086565"	"Liver Dysfunction"	0	1	0	1
2538	"C0086565"	"Liver Dysfunction"	0	1	0	1
2542	"C0086565"	"Liver Dysfunction"	0	1	0	1
2570	"C0086565"	"Liver Dysfunction"	1	1	0	1
2592	"C0086565"	"Liver Dysfunction"	0	1	0	1
2678	"C0086565"	"Liver Dysfunction"	1	1	0	1
2819	"C0086565"	"Liver Dysfunction"	0	1	0	1
2859	"C0086565"	"Liver Dysfunction"	0	1	0	0
2869	"C0086565"	"Liver Dysfunction"	1	1	0	1
2875	"C0086565"	"Liver Dysfunction"	1	1	0	1
3030	"C0086565"	"Liver Dysfunction"	0	1	0	1
3032	"C0086565"	"Liver Dysfunction"	0	1	0	1
3033	"C0086565"	"Liver Dysfunction"	0	1	0	1
3077	"C0086565"	"Liver Dysfunction"	0	1	0	0
3101	"C0086565"	"Liver Dysfunction"	1	1	0	1
3111	"C0086565"	"Liver Dysfunction"	0	1	0	1
3162	"C0086565"	"Liver Dysfunction"	1	1	0	1
3172	"C0086565"	"Liver Dysfunction"	0	1	0	1
3295	"C0086565"	"Liver Dysfunction"	0	1	0	1
3303	"C0086565"	"Liver Dysfunction"	1	1	0	1
3556	"C0086565"	"Liver Dysfunction"	1	1	0	1
3581	"C0086565"	"Liver Dysfunction"	1	1	0	1
3589	"C0086565"	"Liver Dysfunction"	1	1	0	1
3694	"C0086565"	"Liver Dysfunction"	1	1	0	1
3717	"C0086565"	"Liver Dysfunction"	0	1	0	1
3728	"C0086565"	"Liver Dysfunction"	1	1	0	1
3930	"C0086565"	"Liver Dysfunction"	0	1	0	1
4141	"C0086565"	"Liver Dysfunction"	0	1	0	1
4318	"C0086565"	"Liver Dysfunction"	1	1	0	1
4358	"C0086565"	"Liver Dysfunction"	0	1	0	1
4485	"C0086565"	"Liver Dysfunction"	0	1	0	1
4524	"C0086565"	"Liver Dysfunction"	1	1	0	1
4534	"C0086565"	"Liver Dysfunction"	0	1	0	1
4570	"C0086565"	"Liver Dysfunction"	0	1	0	0
4574	"C0086565"	"Liver Dysfunction"	0	1	0	0
4598	"C0086565"	"Liver Dysfunction"	0	1	0	1
4790	"C0086565"	"Liver Dysfunction"	1	1	0	1
4791	"C0086565"	"Liver Dysfunction"	0	1	0	1
4843	"C0086565"	"Liver Dysfunction"	1	1	0	1
4864	"C0086565"	"Liver Dysfunction"	1	1	0	1
5192	"C0086565"	"Liver Dysfunction"	0	1	0	1
5194	"C0086565"	"Liver Dysfunction"	0	1	0	1
5244	"C0086565"	"Liver Dysfunction"	0	1	0	1
5256	"C0086565"	"Liver Dysfunction"	0	1	0	1
5261	"C0086565"	"Liver Dysfunction"	0	1	0	1
5265	"C0086565"	"Liver Dysfunction"	1	1	0	1
5373	"C0086565"	"Liver Dysfunction"	0	1	0	1
5424	"C0086565"	"Liver Dysfunction"	0	1	0	1
5428	"C0086565"	"Liver Dysfunction"	0	1	0	0
5580	"C0086565"	"Liver Dysfunction"	0	1	0	1
5696	"C0086565"	"Liver Dysfunction"	0	1	0	1
5824	"C0086565"	"Liver Dysfunction"	0	1	0	1
5825	"C0086565"	"Liver Dysfunction"	0	1	0	1
5828	"C0086565"	"Liver Dysfunction"	0	1	0	1
5879	"C0086565"	"Liver Dysfunction"	1	1	0	1
6039	"C0086565"	"Liver Dysfunction"	1	1	0	1
6309	"C0086565"	"Liver Dysfunction"	1	1	0	0
6341	"C0086565"	"Liver Dysfunction"	1	1	0	0
6347	"C0086565"	"Liver Dysfunction"	1	1	0	1
6430	"C0086565"	"Liver Dysfunction"	1	1	0	1
6489	"C0086565"	"Liver Dysfunction"	1	1	0	0
6584	"C0086565"	"Liver Dysfunction"	0	1	0	1
6647	"C0086565"	"Liver Dysfunction"	1	1	0	1
6718	"C0086565"	"Liver Dysfunction"	0	1	0	0
6783	"C0086565"	"Liver Dysfunction"	1	1	0	1
6888	"C0086565"	"Liver Dysfunction"	0	1	0	1
6925	"C0086565"	"Liver Dysfunction"	0	1	0	1
6927	"C0086565"	"Liver Dysfunction"	0	1	0	1
6928	"C0086565"	"Liver Dysfunction"	0	1	0	1
7019	"C0086565"	"Liver Dysfunction"	0	1	0	1
7036	"C0086565"	"Liver Dysfunction"	0	1	0	1
7051	"C0086565"	"Liver Dysfunction"	1	1	0	1
7078	"C0086565"	"Liver Dysfunction"	1	1	0	1
7104	"C0086565"	"Liver Dysfunction"	1	1	0	1
7124	"C0086565"	"Liver Dysfunction"	1	1	0	1
7295	"C0086565"	"Liver Dysfunction"	1	1	0	1
7305	"C0086565"	"Liver Dysfunction"	1	1	0	0
7840	"C0086565"	"Liver Dysfunction"	0	1	0	1
7850	"C0086565"	"Liver Dysfunction"	1	1	0	0
8651	"C0086565"	"Liver Dysfunction"	1	1	0	1
8742	"C0086565"	"Liver Dysfunction"	0	1	0	1
8772	"C0086565"	"Liver Dysfunction"	0	1	0	1
8813	"C0086565"	"Liver Dysfunction"	0	1	0	1
8829	"C0086565"	"Liver Dysfunction"	1	1	0	1
9021	"C0086565"	"Liver Dysfunction"	1	1	0	1
9409	"C0086565"	"Liver Dysfunction"	0	1	0	1
9420	"C0086565"	"Liver Dysfunction"	1	1	0	0
9451	"C0086565"	"Liver Dysfunction"	0	1	0	1
9971	"C0086565"	"Liver Dysfunction"	1	1	0	1
10020	"C0086565"	"Liver Dysfunction"	0	1	0	1
10165	"C0086565"	"Liver Dysfunction"	0	1	0	1
10166	"C0086565"	"Liver Dysfunction"	0	1	0	0
10535	"C0086565"	"Liver Dysfunction"	0	1	0	1
